ticker,company name,short name,industry,sector,name change effective date
CEMI,Chembio Diagnostics Inc.,Chembio Diagnostics,Medical Diagnostics & Research,Healthcare,
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Center Coast Brookfield MLP & Energy Infrastructure Fund,Asset Management,Financial Services,
CENT,Central Garden & Pet Company,Central Garden & Pet Company,Consumer Packaged Goods,Consumer Defensive,
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Central Garden & Pet Company Common Stock Nonvoting,Consumer Packaged Goods,Consumer Defensive,
CENX,Century Aluminum Company,Century Aluminum Company,Metals & Mining,Basic Materials,
CEO,CNOOC Limited,CNOOC Limited,Oil & Gas - E&P,Energy,
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten),Central Puerto S.A. American Depositary Shares (each represents ten),Utilities - Regulated,Utilities,
CEQP,Crestwood Equity Partners LP,Crestwood Equity Partners,Oil & Gas - Midstream,Energy,
CERC,Cerecor Inc.,Cerecor,Biotechnology,Healthcare,
CERN,Cerner Corporation,Cerner,Application Software,Technology,
CERS,Cerus Corporation,Cerus,Biotechnology,Healthcare,
CET,Central Securities Corporation,Central Securities,Asset Management,Financial Services,
CETV,Central European Media Enterprises Ltd.,Central European Media Enterprises,Entertainment,Consumer Cyclical,
CETX,Cemtrex Inc.,Cemtrex,Industrial Products,Industrials,
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Asset Management,Financial Services,
CEVA,CEVA Inc.,CEVA,Semiconductors,Technology,
CEW,WisdomTree Emerging Currency Strategy Fund,WisdomTree Emerging Currency Strategy Fund,,,
CF,CF Industries Holdings Inc.,CF Industries,Agriculture,Basic Materials,
CFBI,Community First Bancshares Inc.,Community First Bancshares,Banks,Financial Services,
CFBK,Central Federal Corporation,Central Federal,Banks,Financial Services,
CFFI,C&F Financial Corporation,C&F Financial,Banks,Financial Services,
CFFN,Capitol Federal Financial Inc.,Capitol Federal Financial,Banks,Financial Services,
CFG,Citizens Financial Group Inc.,Citizens Financial,Banks,Financial Services,
CFMS,Conformis Inc.,Conformis,Medical Devices,Healthcare,
CFR,Cullen/Frost Bankers Inc.,Cullen/Frost Bankers,Banks,Financial Services,
CFRX,ContraFect Corporation,ContraFect,Biotechnology,Healthcare,
CFX,Colfax Corporation,Colfax,Industrial Products,Industrials,
CG,The Carlyle Group L.P.,The Carlyle,Asset Management,Financial Services,
CGA,China Green Agriculture Inc.,China Green Agriculture,Agriculture,Basic Materials,
CGBD,TCG BDC Inc.,TCG BDC,Asset Management,Financial Services,
CGC,Canopy Growth Corporation,Canopy Growth,Drug Manufacturers,Healthcare,
CGEN,Compugen Ltd.,Compugen,Biotechnology,Healthcare,
CGIX,Cancer Genetics Inc.,Cancer Genetics,Medical Diagnostics & Research,Healthcare,
CGNX,Cognex Corporation,Cognex,Computer Hardware,Technology,
CGO,Calamos Global Total Return Fund,Calamos Global Total Return Fund,Asset Management,Financial Services,
CGW,Invesco S&P Global Water Index,Invesco S&P Global Water Index,,,
CHA,China Telecom Corp Ltd ADS,China Telecom ADS,Communication Services,Communication Services,
CHAP,Chaparral Energy Inc. Class A,Chaparral Energy,Oil & Gas - E&P,Energy,
CHCI,Comstock Holding Companies Inc.,Comstock Holding Companies,Real Estate Services,Real Estate,
CHCO,City Holding Company,City Holding Company,Banks,Financial Services,
CHCT,Community Healthcare Trust Incorporated,Community Healthcare Trust Incorporated,REITs,Real Estate,
CHD,Church & Dwight Company Inc.,Church & Dwight Company,Consumer Packaged Goods,Consumer Defensive,
CHDN,Churchill Downs Incorporated,Churchill Downs Incorporated,Travel & Leisure,Consumer Cyclical,
CHE,Chemed Corp,Chemed,Health Care Providers,Healthcare,
CHEF,The Chefs' Warehouse Inc.,The Chefs' Warehouse,Retail - Defensive,Consumer Defensive,
CHEK,Check-Cap Ltd.,Check-Cap,Medical Diagnostics & Research,Healthcare,
CHEP,AGFiQ U.S. Market Neutral Value Fund,AGFiQ U.S. Market Neutral Value Fund,,,
CHFC,Chemical Financial Corporation,Chemical Financial,Banks,Financial Services,
CHFS,CHF Solutions Inc.,CHF Solutions,Medical Devices,Healthcare,
CHGG,Chegg Inc.,Chegg,Education,Consumer Defensive,
CHH,Choice Hotels International Inc.,Choice Hotels International,Travel & Leisure,Consumer Cyclical,
CHI,Calamos Convertible Opportunities and Income Fund,Calamos Convertible Opportunities and Income Fund,Asset Management,Financial Services,
CHIC,Global X MSCI China Communication Services ETF,Global X MSCI China Communication Services ETF,,,
CHIE,Global X MSCI China Energy,Global X MSCI China Energy,,,
CHII,Global X MSCI China Industrials,Global X MSCI China Industrials,,,
CHIQ,Global X MSCI China Consumer Discretionary,Global X MSCI China Consumer Discretionary,,,
CHIX,Global X MSCI China Financials,Global X MSCI China Financials,,,
CHK,Chesapeake Energy Corporation,Chesapeake Energy,Oil & Gas - E&P,Energy,
CHKE,Cherokee Inc.,Cherokee,Retail - Apparel & Specialty,Consumer Cyclical,
CHKP,Check Point Software Technologies Ltd.,Check Point Software,Application Software,Technology,
CHKR,Chesapeake Granite Wash Trust representing beneficial interests in the Trust,Chesapeake Granite Wash Trust representing beneficial interests in the Trust,Oil & Gas - E&P,Energy,
CHL,China Mobile Limited,China Mobile Limited,Communication Services,Communication Services,
CHMA,Chiasma Inc.,Chiasma,Biotechnology,Healthcare,
CHMG,Chemung Financial Corp,Chemung Financial,Banks,Financial Services,
CHMI,Cherry Hill Mortgage Investment Corporation,Cherry Hill Mortgage Investment,REITs,Real Estate,
CHN,China Fund Inc. (The),China Fund (The),Asset Management,Financial Services,
CHNR,China Natural Resources Inc.,China Natural Resources,Metals & Mining,Basic Materials,
CHRA,Charah Solutions Inc.,Charah Solutions,Waste Management,Industrials,
CHRS,Coherus BioSciences Inc.,Coherus BioSciences,Biotechnology,Healthcare,
CHRW,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide,Transportation & Logistics,Industrials,
CHS,Chico's FAS Inc.,Chico's FAS,Retail - Apparel & Specialty,Consumer Cyclical,
CHSP,Chesapeake Lodging Trust of Beneficial Interest,Chesapeake Lodging Trust of Beneficial Interest,REITs,Real Estate,
CHT,Chunghwa Telecom Co. Ltd.,Chunghwa Telecom Co.,Communication Services,Communication Services,
CHTR,Charter Communications Inc.,Charter Communications,Communication Services,Communication Services,
CHU,China Unicom (Hong Kong) Ltd,China Unicom (Hong Kong),Communication Services,Communication Services,
CHUY,Chuy's Holdings Inc.,Chuy's,Restaurants,Consumer Cyclical,
CHW,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund,Asset Management,Financial Services,
CHY,Calamos Convertible and High Income Fund,Calamos Convertible and High Income Fund,Asset Management,Financial Services,
CI,Cigna Corporation,Cigna,Health Care Plans,Healthcare,
CIA,Citizens Inc. Class A ($1.00 Par),Citizens ($1.00 Par),Insurance - Life,Financial Services,
CIB,BanColombia S.A.,BanColombia S.A.,Banks,Financial Services,
CIC,Capitol Investment Corp. IV Class A,Capitol Investment IV,Conglomerates,Industrials,
CIDM,Cinedigm Corp,Cinedigm,Entertainment,Consumer Cyclical,
CIEN,Ciena Corporation,Ciena,Communication Equipment,Technology,
CIF,MFS Intermediate High Income Fund,MFS Intermediate High Income Fund,Asset Management,Financial Services,
CIFS,China Internet Nationwide Financial Services Inc.,China Internet Nationwide Financial Services,Brokers & Exchanges,Financial Services,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Comp En De Mn Cemig ADS American Depositary Shares,Utilities - Regulated,Utilities,
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,Comp En De Mn Cemig ADS American Depositary Receipts,Utilities - Regulated,Utilities,
CIGI,Colliers International Group Inc.,Colliers International,Real Estate Services,Real Estate,
CII,Blackrock Capital and Income Fund Inc.,Blackrock Capital and Income Fund,Asset Management,Financial Services,
CIK,Credit Suisse Asset Management Income Fund Inc.,Credit Suisse Asset Management Income Fund,Asset Management,Financial Services,
CIM,Chimera Investment Corporation,Chimera Investment,REITs,Real Estate,
CINF,Cincinnati Financial Corporation,Cincinnati Financial,Insurance - Property & Casualty,Financial Services,
CINR,Ciner Resources LP representing Limited Partner Interests,Ciner Resources representing Limited Partner Interests,Metals & Mining,Basic Materials,
CIO,City Office REIT Inc.,City Office REIT,REITs,Real Estate,
CIR,CIRCOR International Inc.,CIRCOR International,Industrial Products,Industrials,
CISN,Cision Ltd.,Cision,Application Software,Technology,
CIT,CIT Group Inc (DEL),CIT (DEL),Banks,Financial Services,
CIVB,Civista Bancshares Inc.,Civista Bancshares,Banks,Financial Services,
CIVI,Civitas Solutions Inc.,Civitas Solutions,Health Care Providers,Healthcare,
CIX,CompX International Inc.,CompX International,Consulting & Outsourcing,Industrials,
CIZN,Citizens Holding Company,Citizens Holding Company,Banks,Financial Services,
CJ,C&J Energy Services Inc.,C&J Energy Services,Oil & Gas - Services,Energy,
CJJD,China Jo-Jo Drugstores Inc.,China Jo-Jo Drugstores,Retail - Defensive,Consumer Defensive,
CJNK,SPDR ICE BofAML Crossover Corporate Bond,SPDR ICE BofAML Crossover Corporate Bond,,,
CKH,SEACOR Holdings Inc.,SEACOR,Oil & Gas - Services,Energy,
CKPT,Checkpoint Therapeutics Inc.,Checkpoint Therapeutics,Biotechnology,Healthcare,
CKX,CKX Lands Inc.,CKX Lands,Oil & Gas - E&P,Energy,
CL,Colgate-Palmolive Company,Colgate-Palmolive Company,Consumer Packaged Goods,Consumer Defensive,
CLAR,Clarus Corporation,Clarus,Travel & Leisure,Consumer Cyclical,
CLB,Core Laboratories N.V.,Core Laboratories N.V.,Oil & Gas - Services,Energy,
CLBK,Columbia Financial Inc.,Columbia Financial,Banks,Financial Services,
CLBS,Caladrius Biosciences Inc.,Caladrius Biosciences,Biotechnology,Healthcare,
CLCT,Collectors Universe Inc.,Collectors Universe,Business Services,Industrials,
CLD,Cloud Peak Energy Inc,Cloud Peak Energy,Coal,Basic Materials,
CLDC,China Lending Corporation,China Lending,Credit Services,Financial Services,
CLDR,Cloudera Inc.,Cloudera,Application Software,Technology,
CLDT,Chatham Lodging Trust (REIT) of Beneficial Interest,Chatham Lodging Trust (REIT) of Beneficial Interest,REITs,Real Estate,
CLDX,Celldex Therapeutics Inc.,Celldex Therapeutics,Biotechnology,Healthcare,
CLF,Cleveland-Cliffs Inc.,Cleveland-Cliffs,Metals & Mining,Basic Materials,
CLFD,Clearfield Inc.,Clearfield,Communication Equipment,Technology,
CLGN,CollPlant Holdings Ltd.,CollPlant,Biotechnology,Healthcare,
CLGX,CoreLogic Inc.,CoreLogic,Business Services,Industrials,
CLH,Clean Harbors Inc.,Clean Harbors,Waste Management,Industrials,
CLI,Mack-Cali Realty Corporation,Mack-Cali Realty,REITs,Real Estate,
CLIR,ClearSign Combustion Corporation,ClearSign Combustion,Industrial Products,Industrials,
CLLS,Cellectis S.A.,Cellectis S.A.,Biotechnology,Healthcare,
CLM,Cornerstone Strategic Value Fund Inc.,Cornerstone Strategic Value Fund,Asset Management,Financial Services,
CLMT,Calumet Specialty Products Partners L.P.,Calumet Specialty Products Partners,Oil & Gas - Refining & Marketing,Energy,
CLNC,Colony Credit Real Estate Inc. Class A,Colony Credit Real Estate,REITs,Real Estate,
CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels,Oil & Gas - Refining & Marketing,Energy,
CLNY,Colony Capital Inc.,Colony Capital,REITs,Real Estate,
CLPR,Clipper Realty Inc.,Clipper Realty,REITs,Real Estate,
CLPS,CLPS Incorporation,CLPS Incorporation,Application Software,Technology,
CLR,Continental Resources Inc.,Continental Resources,Oil & Gas - E&P,Energy,
CLRB,Cellectar Biosciences Inc.,Cellectar Biosciences,Biotechnology,Healthcare,
CLRO,ClearOne Inc.,ClearOne,Communication Equipment,Technology,
CLS,Celestica Inc.,Celestica,Computer Hardware,Technology,
CLSD,Clearside Biomedical Inc.,Clearside Biomedical,Biotechnology,Healthcare,
CLSN,Celsion Corporation,Celsion,Biotechnology,Healthcare,
CLUB,Town Sports International Holdings Inc.,Town Sports International,Travel & Leisure,Consumer Cyclical,
CLVS,Clovis Oncology Inc.,Clovis Oncology,Biotechnology,Healthcare,
CLW,Clearwater Paper Corporation,Clearwater Paper,Forest Products,Basic Materials,
CLWT,Euro Tech Holdings Company Limited,Euro Tech Company Limited,Industrial Products,Industrials,
CLX,Clorox Company (The),Clorox Company (The),Consumer Packaged Goods,Consumer Defensive,
CLXT,Calyxt Inc.,Calyxt,Consumer Packaged Goods,Consumer Defensive,
CM,Canadian Imperial Bank of Commerce,Canadian Imperial Bank of Commerce,Banks,Financial Services,
CMA,Comerica Incorporated,Comerica Incorporated,Banks,Financial Services,
CMBS,iShares CMBS Bond,iShares CMBS Bond,,,
CMC,Commercial Metals Company,Commercial Metals Company,Steel,Basic Materials,
CMCL,Caledonia Mining Corporation Plc,Caledonia Mining Plc,Metals & Mining,Basic Materials,
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class,Cheetah Mobile American Depositary Shares each representing 10,Application Software,Technology,
CMCO,Columbus McKinnon Corporation,Columbus McKinnon,Farm & Construction Machinery,Industrials,
CMCSA,Comcast Corporation Class A Common Stock,Comcast Common Stock,Communication Services,Communication Services,
CMCT,CIM Commercial Trust Corporation,CIM Commercial Trust,REITs,Real Estate,
CMD,Cantel Medical Corp.,Cantel Medical,Medical Instruments & Equipment,Healthcare,
CME,CME Group Inc.,CME,Brokers & Exchanges,Financial Services,
CMF,iShares California Muni Bond,iShares California Muni Bond,,,
CMFN,CM Finance Inc,CM Finance,Asset Management,Financial Services,
CMG,Chipotle Mexican Grill Inc.,Chipotle Mexican Grill,Restaurants,Consumer Cyclical,
CMI,Cummins Inc.,Cummins,Industrial Products,Industrials,
CMLS,Cumulus Media Inc.,Cumulus Media,Entertainment,Consumer Cyclical,
CMO,Capstead Mortgage Corporation,Capstead Mortgage,REITs,Real Estate,
CMP,Compass Minerals Intl Inc,Compass Minerals Intl,Metals & Mining,Basic Materials,
CMPR,Cimpress N.V,Cimpress N.V,Advertising & Marketing Services,Consumer Cyclical,
CMRE,Costamare Inc. $0.0001 par value,Costamare $0.0001 par value,Transportation & Logistics,Industrials,
CMRX,Chimerix Inc.,Chimerix,Biotechnology,Healthcare,
CMS,CMS Energy Corporation,CMS Energy,Utilities - Regulated,Utilities,
CMSS,CM Seven Star Acquisition Corporation,CM Seven Star Acquisition,Conglomerates,Industrials,
CMT,Core Molding Technologies Inc,Core Molding,Autos,Consumer Cyclical,
CMTA,Clementia Pharmaceuticals Inc.,Clementia Pharmaceuticals,Biotechnology,Healthcare,
CMTL,Comtech Telecommunications Corp.,Comtech Telecommunications,Communication Equipment,Technology,
CMU,MFS Municipal Income Trust,MFS Municipal Income Trust,Asset Management,Financial Services,
CNA,CNA Financial Corporation,CNA Financial,Insurance - Property & Casualty,Financial Services,
CNAC,Constellation Alpha Capital Corp.,Constellation Alpha Capital,Conglomerates,Industrials,
CNAT,Conatus Pharmaceuticals Inc.,Conatus Pharmaceuticals,Biotechnology,Healthcare,
CNBKA,Century Bancorp Inc. Class A Common Stock,Century Bancorp Common Stock,Banks,Financial Services,
CNC,Centene Corporation,Centene,Health Care Plans,Healthcare,
CNCE,Concert Pharmaceuticals Inc.,Concert Pharmaceuticals,Biotechnology,Healthcare,
CNDT,Conduent Incorporated,Conduent Incorporated,Business Services,Industrials,
CNET,ChinaNet Online Holdings Inc.,ChinaNet Online,Advertising & Marketing Services,Consumer Cyclical,
CNF,CNFinance Holdings Limited American Depositary Shares each representing twenty (20),CNFinance Limited American Depositary Shares each representing twenty (20),Credit Services,Financial Services,
CNFR,Conifer Holdings Inc.,Conifer,Insurance - Property & Casualty,Financial Services,
CNHI,CNH Industrial N.V.,CNH Industrial N.V.,Farm & Construction Machinery,Industrials,
CNI,Canadian National Railway Company,Canadian National Railway Company,Transportation & Logistics,Industrials,
CNK,Cinemark Holdings Inc Inc.,Cinemark,Entertainment,Consumer Cyclical,
CNMD,CONMED Corporation,CONMED,Medical Devices,Healthcare,
CNNE,Cannae Holdings Inc.,Cannae,Asset Management,Financial Services,
CNO,CNO Financial Group Inc.,CNO Financial,Insurance - Life,Financial Services,
CNOB,ConnectOne Bancorp Inc.,ConnectOne Bancorp,Banks,Financial Services,
CNP,CenterPoint Energy Inc (Holding Co),CenterPoint Energy (Holding Co),Utilities - Regulated,Utilities,
CNQ,Canadian Natural Resources Limited,Canadian Natural Resources Limited,Oil & Gas - E&P,Energy,
CNS,Cohen & Steers Inc,Cohen & Steers,Asset Management,Financial Services,
CNSL,Consolidated Communications Holdings Inc.,Consolidated Communications,Communication Services,Communication Services,
CNST,Constellation Pharmaceuticals Inc.,Constellation Pharmaceuticals,Biotechnology,Healthcare,
CNTF,China TechFaith Wireless Communication Technology Limited,China TechFaith Wireless Communication Technology Limited,Communication Equipment,Technology,
CNTY,Century Casinos Inc.,Century Casinos,Travel & Leisure,Consumer Cyclical,
CNX,CNX Resources Corporation,CNX Resources,Oil & Gas - E&P,Energy,
CNXM,CNX Midstream Partners LP representing limited partner interests,CNX Midstream Partners representing limited partner interests,Oil & Gas - Midstream,Energy,
CNXN,PC Connection Inc.,PC Connection,Computer Hardware,Technology,
CNXT,VanEck Vectors ChinaAMC SME-ChNext,VanEck Vectors ChinaAMC SME-ChNext,,,
CNY,Market Vectors Chinese Renminbi/USD ETN,Market Vectors Chinese Renminbi/USD ETN,,,
CO,Global Cord Blood Corporation,Global Cord Blood,Biotechnology,Healthcare,
COCP,Cocrystal Pharma Inc.,Cocrystal Pharma,Biotechnology,Healthcare,
CODA,Coda Octopus Group Inc.,Coda Octopus,Aerospace & Defense,Industrials,
CODI,Compass Diversified Holdings Shares of Beneficial Interest,Compass Diversified Shares of Beneficial Interest,Conglomerates,Industrials,
CODX,Co-Diagnostics Inc.,Co-Diagnostics,Medical Diagnostics & Research,Healthcare,
COE,China Online Education Group American depositary shares each representing 15 Class A,China Online Education American depositary shares each representing 15,Education,Consumer Defensive,
COF,Capital One Financial Corporation,Capital One Financial,Credit Services,Financial Services,
COG,Cabot Oil & Gas Corporation,Cabot Oil & Gas,Oil & Gas - E&P,Energy,
COHN,Cohen & Company Inc.,Cohen & Company,Brokers & Exchanges,Financial Services,
COHR,Coherent Inc.,Coherent,Computer Hardware,Technology,
COHU,Cohu Inc.,Cohu,Semiconductors,Technology,
COKE,Coca-Cola Consolidated Inc.,Coca-Cola Consolidated,Beverages - Non-Alcoholic,Consumer Defensive,
COLB,Columbia Banking System Inc.,Columbia Banking System,Banks,Financial Services,
COLD,Americold Realty Trust,Americold Realty Trust,REITs,Real Estate,
COLL,Collegium Pharmaceutical Inc.,Collegium Pharmaceutical,Drug Manufacturers,Healthcare,
COLM,Columbia Sportswear Company,Columbia Sportswear Company,Manufacturing - Apparel & Furniture,Consumer Cyclical,
COMM,CommScope Holding Company Inc.,CommScope Holding Company,Communication Equipment,Technology,
CONE,CyrusOne Inc,CyrusOne,REITs,Real Estate,
CONN,Conn's Inc.,Conn's,Retail - Apparel & Specialty,Consumer Cyclical,
COO,The Cooper Companies Inc.,The Cooper Companies,Medical Instruments & Equipment,Healthcare,
COOP,Mr. Cooper Group Inc.,Mr. Cooper,Banks,Financial Services,
COP,ConocoPhillips,ConocoPhillips,Oil & Gas - E&P,Energy,
COR,CoreSite Realty Corporation,CoreSite Realty,REITs,Real Estate,
CORE,Core-Mark Holding Company Inc.,Core-Mark Holding Company,Retail - Defensive,Consumer Defensive,
CORN,Teucrium Corn Fund ETV,Teucrium Corn Fund ETV,,,
CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,,,
CORR,CorEnergy Infrastructure Trust Inc.,CorEnergy Infrastructure Trust,REITs,Real Estate,
CORT,Corcept Therapeutics Incorporated,Corcept Therapeutics Incorporated,Biotechnology,Healthcare,
CORV,Correvio Pharma Corp.,Correvio Pharma,Drug Manufacturers,Healthcare,
COST,Costco Wholesale Corporation,Costco Wholesale,Retail - Defensive,Consumer Defensive,
COT,Cott Corporation,Cott,Beverages - Non-Alcoholic,Consumer Defensive,
COTY,Coty Inc. Class A,Coty,Consumer Packaged Goods,Consumer Defensive,
COUP,Coupa Software Incorporated,Coupa Software Incorporated,Application Software,Technology,
COWN,Cowen Inc.,Cowen,Brokers & Exchanges,Financial Services,
CP,Canadian Pacific Railway Limited,Canadian Pacific Railway Limited,Transportation & Logistics,Industrials,
CPA,Copa Holdings S.A. Class A,Copa S.A.,Airlines,Industrials,
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),Building Materials,Basic Materials,
CPAH,CounterPath Corporation,CounterPath,Application Software,Technology,
CPB,Campbell Soup Company,Campbell Soup Company,Consumer Packaged Goods,Consumer Defensive,
CPE,Callon Petroleum Company,Callon Petroleum Company,Oil & Gas - E&P,Energy,
CPER,United States Copper Index Fund ETV,United States Copper Index Fund ETV,,,
CPF,Central Pacific Financial Corp New,Central Pacific Financial New,Banks,Financial Services,
CPG,Crescent Point Energy Corporation (Canada),Crescent Point Energy (Canada),Oil & Gas - E&P,Energy,
CPHC,Canterbury Park Holding Corporation,Canterbury Park Holding,Travel & Leisure,Consumer Cyclical,
CPHI,China Pharma Holdings Inc.,China Pharma,Drug Manufacturers,Healthcare,
CPI,IQ Real Return,IQ Real Return,,,
CPIX,Cumberland Pharmaceuticals Inc.,Cumberland Pharmaceuticals,Drug Manufacturers,Healthcare,
CPK,Chesapeake Utilities Corporation,Chesapeake Utilities,Utilities - Regulated,Utilities,
CPL,CPFL Energia S.A. American Depositary Shares,CPFL Energia S.A. American Depositary Shares,Utilities - Regulated,Utilities,
CPLG,CorePoint Lodging Inc.,CorePoint Lodging,REITs,Real Estate,
CPLP,Capital Product Partners L.P.,Capital Product Partners,Transportation & Logistics,Industrials,
CPRI,Capri Holdings Limited,Capri Limited,Manufacturing - Apparel & Furniture,Consumer Cyclical,
CPRT,Copart Inc.,Copart,Autos,Consumer Cyclical,
CPRX,Catalyst Pharmaceuticals Inc.,Catalyst Pharmaceuticals,Drug Manufacturers,Healthcare,
CPS,Cooper-Standard Holdings Inc.,Cooper-Standard,Autos,Consumer Cyclical,
CPSH,CPS Technologies Corp.,CPS,Computer Hardware,Technology,
CPSI,Computer Programs and Systems Inc.,Computer Programs and Systems,Application Software,Technology,
CPSS,Consumer Portfolio Services Inc.,Consumer Portfolio Services,Credit Services,Financial Services,
CPST,Capstone Turbine Corporation,Capstone Turbine,Industrial Products,Industrials,
CPT,Camden Property Trust,Camden Property Trust,REITs,Real Estate,
CPTA,Capitala Finance Corp.,Capitala Finance,Asset Management,Financial Services,
CQP,Cheniere Energy Partners LP,Cheniere Energy Partners,Oil & Gas - Midstream,Energy,
CR,Crane Co.,Crane Co.,Industrial Products,Industrials,
CRAI,CRA InternationalInc.,CRA InternationalInc.,Business Services,Industrials,
CRAY,Cray Inc,Cray,Computer Hardware,Technology,
CRBP,Corbus Pharmaceuticals Holdings Inc.,Corbus Pharmaceuticals,Biotechnology,Healthcare,
CRC,California Resources Corporation,California Resources,Oil & Gas - E&P,Energy,
CRCM,Care.com Inc.,Care.com,Online Media,Technology,
CRD.A,Crawford & Company,Crawford & Company,Brokers & Exchanges,Financial Services,
CRD.B,Crawford & Company,Crawford & Company,Brokers & Exchanges,Financial Services,
CREE,Cree Inc.,Cree,Semiconductors,Technology,
CREG,China Recycling Energy Corporation,China Recycling Energy,Waste Management,Industrials,
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,Consumer Packaged Goods,Consumer Defensive,
CREX,Creative Realities Inc.,Creative Realities,Application Software,Technology,
CRF,Cornerstone Total Return Fund Inc. (The),Cornerstone Total Return Fund (The),Asset Management,Financial Services,
CRH,CRH PLC American Depositary Shares,CRH PLC American Depositary Shares,Building Materials,Basic Materials,
CRHM,CRH Medical Corporation of Beneficial Interest,CRH Medical of Beneficial Interest,Medical Instruments & Equipment,Healthcare,
CRI,Carter's Inc.,Carter's,Manufacturing - Apparel & Furniture,Consumer Cyclical,
CRIS,Curis Inc.,Curis,Biotechnology,Healthcare,
CRK,Comstock Resources Inc.,Comstock Resources,Oil & Gas - E&P,Energy,
CRL,Charles River Laboratories International Inc.,Charles River Laboratories International,Medical Diagnostics & Research,Healthcare,
CRM,Salesforce.com Inc,Salesforce.com,Application Software,Technology,
CRMD,CorMedix Inc,CorMedix,Biotechnology,Healthcare,
CRMT,America's Car-Mart Inc.,America's Car-Mart,Autos,Consumer Cyclical,
CRNT,Ceragon Networks Ltd.,Ceragon Networks,Communication Equipment,Technology,
CRNX,Crinetics Pharmaceuticals Inc.,Crinetics Pharmaceuticals,Biotechnology,Healthcare,
CROC,ProShares UltraShort Australian Dollar,ProShares UltraShort Australian Dollar,,,
CRON,Cronos Group Inc.,Cronos,Drug Manufacturers,Healthcare,
CROP,IQ Global Agribusiness Small Cap,IQ Global Agribusiness Small Cap,,,
CROX,Crocs Inc.,Crocs,Manufacturing - Apparel & Furniture,Consumer Cyclical,
CRR,Carbo Ceramics Inc.,Carbo Ceramics,Oil & Gas - Services,Energy,
CRS,Carpenter Technology Corporation,Carpenter Technology,Industrial Products,Industrials,
CRSP,CRISPR Therapeutics AG,CRISPR Therapeutics AG,Biotechnology,Healthcare,
CRT,Cross Timbers Royalty Trust,Cross Timbers Royalty Trust,Oil & Gas - E&P,Energy,
CRTO,Criteo S.A.,Criteo S.A.,Online Media,Technology,
CRUS,Cirrus Logic Inc.,Cirrus Logic,Semiconductors,Technology,
CRVL,CorVel Corp.,CorVel,Brokers & Exchanges,Financial Services,
CRVS,Corvus Pharmaceuticals Inc.,Corvus Pharmaceuticals,Biotechnology,Healthcare,
CRWS,Crown Crafts Inc.,Crown Crafts,Manufacturing - Apparel & Furniture,Consumer Cyclical,
CRY,CryoLife Inc.,CryoLife,Medical Devices,Healthcare,
CRZO,Carrizo Oil & Gas Inc.,Carrizo Oil & Gas,Oil & Gas - E&P,Energy,
CS,Credit Suisse Group American Depositary Shares,Credit Suisse American Depositary Shares,Banks,Financial Services,
CSBR,Champions Oncology Inc.,Champions Oncology,Biotechnology,Healthcare,
CSCO,Cisco Systems Inc.,Cisco Systems,Communication Equipment,Technology,
CSD,Invesco S&P Spin-Off,Invesco S&P Spin-Off,,,
CSFL,CenterState Bank Corporation,CenterState Bank,Banks,Financial Services,
CSGP,CoStar Group Inc.,CoStar,Real Estate Services,Real Estate,
CSGS,CSG Systems International Inc.,CSG Systems International,Application Software,Technology,
CSII,Cardiovascular Systems Inc.,Cardiovascular Systems,Medical Devices,Healthcare,
CSIQ,Canadian Solar Inc.,Canadian Solar,Semiconductors,Technology,
CSL,Carlisle Companies Incorporated,Carlisle Companies Incorporated,Conglomerates,Industrials,
CSLT,Castlight Health Inc. Class B,Castlight Health B,Application Software,Technology,
CSM,ProShares Large Cap Core Plus,ProShares Large Cap Core Plus,,,
CSOD,Cornerstone OnDemand Inc.,Cornerstone OnDemand,Application Software,Technology,
CSPI,CSP Inc.,CSP,Application Software,Technology,
CSQ,Calamos Strategic Total Return Fund,Calamos Strategic Total Return Fund,Asset Management,Financial Services,
CSS,CSS Industries Inc.,CSS Industries,Retail - Apparel & Specialty,Consumer Cyclical,
CSSE,Chicken Soup for the Soul Entertainment Inc.,Chicken Soup for the Soul Entertainment,Entertainment,Consumer Cyclical,
CSTE,Caesarstone Ltd.,Caesarstone,Building Materials,Basic Materials,
CSTM,Constellium N.V.,Constellium N.V.,Metals & Mining,Basic Materials,
